title,address,type,educational,workExperience,workTag,salary,salaryMouth,companyTags,hrWork,hrName,practice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Python,北京,python,本科,3-5年,"[""Python"", ""Web\u7aef"", ""Tornado"", ""\u67b6\u6784\u5e08"", ""GIT"", ""Java"", """"]","[10000, 15000]",0薪,"[""\u5168\u52e4\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u9910\u8865\uff0c\u80a1\u7968\u671f\u6743\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e74\u7ec8\u5956""]",HR,丁先生HR,0,先云科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20191203/44c2ca73c61549f9f6aa68daf9a97b448b0de868b30cb31d2daeaccaf363d4b8.jpg?x-oss-process=image/resize,w_100,limit_0",游戏,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/3849bf271e6f7f830XB42dS_Elc~.html?lid=1E6BEVkG8Dg.search.130&securityId=nzHLP3Sprg3e_-j1IIv0lqMr2km03TetesfdxLZOU0U_70J-bSFxu9WMGHWeE6JLnzz-VA0AKTOoh48V1TaU1MF62u_7oCNQZVCWjYMdB3OnJmiN&sessionId=,https://www.zhipin.com/gongsi/3be0fed9c4c60f420XF_2dy7FA~~.html,朝阳区
Python,北京,python,大专,3-5年,"[""Django"", ""Flask""]","[10000, 15000]",13薪,无,经理,李女士经理,0,龙申文化,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",培训机构,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/b1867069804a11121XV909m5FVBS.html?lid=1E6BEVkG8Dg.search.131&securityId=y2TkpmaTJXsWS-11HtXEdOPUmCjuqLPDuVYwnTNejYRN9NoLFp2v3fMJ7KJnPJS6ZtOMH961OdGyZQ8D8nBOk34moU1YM111CMUN2eFAycdcAnQrqGgY&sessionId=,https://www.zhipin.com/gongsi/62e4242594644a131nV42tW4FVI~.html,大兴区
Python,上海,python,本科,1-3年,"[""Java"", ""Go"", ""SQL""]","[13000, 14000]",0薪,无,HR,王女士HR,0,上海佳研实业有限公司,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/243202cd40841a5c1XR43ty5FFVR.html?lid=1E6BEVkG8Dg.search.132&securityId=7i65mE15XitSb-R1Sb8M_D7WqX3NEwS4Gxm8EGbWav88dlLVzc41AhGc21dNNEQlmCOPSx95W68hvGdEGO90LXu5IKXme9sXSi7NeJkS7oiFkUSJ8iy-&sessionId=,https://www.zhipin.com/gongsi/ce2c659a012026b21nFy2Ni4F1s~.html,徐汇区
Python,上海,python,本科,3-5年,"[""Java"", ""\u7b97\u6cd5\u57fa\u7840"", ""\u9ad8\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u4e2d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08""]","[20000, 40000]",14薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e26\u85aa\u75c5\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5b9a\u671f\u4f53\u68c0""]",总裁/总经理/CEO,邓先生总裁/总经理/CEO,0,网杉,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200507/9278b0b3e7e9744587071a31ba8849e382c35423a1ecf72906b952525294ed64_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[100, 499]",https://www.zhipin.com/job_detail/79e0ea5b725200651n183dm7FVBY.html?lid=1E6BEVkG8Dg.search.133&securityId=PwsZ8qm5RhoHn-M1-DDPl61Rap5Mvs3_eIZU7Yx0olIf3GANAz936xeTiJpxmKr5ZlSBcOb9d1N-_Uv56nDB9EaTowvugMxApDwd7XY3DFVfDdU~&sessionId=,https://www.zhipin.com/gongsi/2f7ca56bdce7f8ba1nF42tu6Ew~~.html,杨浦区
Python,上海,python,本科,3-5年,"[""\u540e\u7aef\u5f00\u53d1"", ""BI"", ""\u5168\u6808""]","[6000, 11000]",0薪,"[""\u5458\u5de5\u65c5\u6e38\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1""]",经理,吕先生经理,0,环鸣科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20171014/53b6a0ee0f3381f547fa966eee769b0662a4dcf4a38209290b75b1881fa01bf5.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/afd51f51790ec4891nBy2NW7FFM~.html?lid=1E6BEVkG8Dg.search.134&securityId=g2i2hNr9_ZJM0-t1Lx3YRj_7RSxyp-lkEcLSv6KUZN0jkw_FyMxOjtOUuVZMlFdZNidgUqawC6DmrsCdSulUs1psovwmD9N_sQOgMK-lY4wHl3Y~&sessionId=,https://www.zhipin.com/gongsi/35dd952253ab5f8733B-2dm0.html,
Python,厦门,python,本科,1-3年,"[""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u7f51\u7edc\u7f16\u7a0b"", ""\u6d88\u606f\u961f\u5217"", ""\u591a\u7ebf\u7a0b"", ""Linux"", """", """", """"]","[8000, 13000]",13薪,"[""\u80a1\u7968\u671f\u6743\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5e26\u85aa\u5e74\u5047""]",HRBP,魏女士HRBP,0,安胜,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180626/2f056bef97e44424e9a1057ef178085bcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/710d793212236b731nFy3dq8GVZW.html?lid=1E6BEVkG8Dg.search.135&securityId=vfYMOUmwflxPL-_1YVAYRW7AYRC3Ufm-DVbQ-ptNcYoJa0q4GRZngud7BtS5wVAlzg6UVtp0Ncnf-czbIzGyXx5ndvuVQ76I5rKE2iTyhyU6cNdKdQ~~&sessionId=,https://www.zhipin.com/gongsi/d3037e8a64f658660XFz2ty0.html,
Python,北京,python,本科,1-3年,"[""Python"", ""Linux"", ""Windows"", ""\u79fb\u52a8\u7aef"", ""Web\u7aef"", ""PC\u7aef""]","[13000, 16000]",13薪,"[""\u4f01\u4e1a\u5e74\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u9910\u8865\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0""]",主管,马先生主管,0,中铁（北京）信息...,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190426/ce72d090e4243a1ae0b80c589229a634d7c60cc6e79211ca7e53f8d2cb094410.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/eb2a9da774f219fa3nV-3di4EVc~.html?lid=1E6BEVkG8Dg.search.136&securityId=NVnOxmflxS02O-e1KV15lU31gQW-_hnIc5ZeWcXuCWurp44mx6GVAGs3WFD14SVKGBoY8Hfl2i57mXhzdrQk8xqluV5ECf5KMMnSxbPU5VWCrl1Q&sessionId=,https://www.zhipin.com/gongsi/f81c44e2e9806f8c1X192tW9Fg~~.html,
Python,南昌,python,本科,3-5年,"[""Python""]","[10000, 15000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5305\u5403\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u80a1\u7968\u671f\u6743\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5168\u52e4\u5956\uff0c\u9910\u8865\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0""]",经理,陈先生经理,0,燃富,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/0caef5bb0936fd891nV73du9ElVR.html?lid=1E6BEVkG8Dg.search.137&securityId=b6CGCGpxFwmZT-Z1FQWcIHyFPq5Haj-hUlcLaHtuwPBVdkXY5qAaYZD0tzSdkbFGm0N0_XnvWxIthc92P53mFYWrhNZRyAmkmEJCKcw1-Abv27N68j9p&sessionId=,https://www.zhipin.com/gongsi/6f611c9b91b361bf1nZz09u_F1E~.html,青山湖区
Python,成都,python,本科,1-3年,"[""Java"", ""\u670d\u52a1\u5668\u914d\u7f6e"", ""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""Linux"", """", """"]","[7000, 10000]",14薪,"[""\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047""]",HR总监,李先生HR总监,0,南洋易,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/5dd73385961976791XZ-2ty4ElFY.html?lid=1E6BEVkG8Dg.search.138&securityId=dfUXsim8QO3Fd-D1o7-guhiIbxG5OkVLyjrPoOd54hmuQpL4BzN0ccFseMGlJpN29VIFptncFeq_qF2qtllMnkTlnUxxlcOIQjyPlNh95br5kAwSWmY~&sessionId=,https://www.zhipin.com/gongsi/9730592be8f9d8981nx83tu8EFI~.html,锦江区
Python,杭州,python,本科,1-3年,"[""Django"", ""Flask"", ""MongoDB"", ""MySQL"", ""\u5bb9\u5668\u6280\u672f"", ""\u7b97\u6cd5\u57fa\u7840"", """"]","[12000, 18000]",13薪,"[""\u5b9a\u671f\u4f53\u68c0\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229""]",技术经理,刘先生技术经理,0,投知网,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200316/9d8e7b89d873f5b396d3623a32e307d180f0a9e07a33218c4a0f541d8abc0a9d_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网金融,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/44a258c77cc3f3b51nVy3dq0FlZV.html?lid=1E6BEVkG8Dg.search.139&securityId=JjvThQ9E8xLyR-D1bmRk9tEVDpcEJ5hjeZJhqPKNZkV7CLQY6fGbfnu2torZZorTVRSt8pvQKd_FRdN-RJkqa0pUG4wL_tZNY_PR_OdNPZNU1EnNcg~~&sessionId=,https://www.zhipin.com/gongsi/d7807596b93779d50nB82964.html,
python,成都,python,学历不限,经验不限,"[""\u540e\u7aef"", ""\u6570\u636e\u5f00\u53d1"", ""\u673a\u5668\u5b66\u4e60/\u7b97\u6cd5\u5de5\u7a0b"", ""Python"", ""Golang""]","[20000, 40000]",0薪,无,人事,任先生人事,0,译妙蛙,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/83ff1a9e1a4a56cc1XB82t64EVBW.html?lid=1E6BEVkG8Dg.search.140&securityId=y8OwMinJ4NOez-O1ArELrmElIkm66hwvCrc88_w_VK0GM7ETx7gIs2gr9xvkCle3UShJVNPt_ymqljkIgVb8rOFXmxQ9oyFKQc-s-Q100QvmeVLN1BU~&sessionId=,https://www.zhipin.com/gongsi/d3ae1ef5c85dfa571XV-29u_F1I~.html,武侯区
Python,廊坊,python,本科,1年以内,"[""Python"", ""\u4eba\u8138\u8bc6\u522b"", ""\u56fe\u50cf\u8bc6\u522b""]","[3000, 4000]",0薪,无,总经理,张女士总经理,0,鑫瀚科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/8d73624731cf32ed1H182N28F1c~.html?lid=1E6BEVkG8Dg.search.141&securityId=-37RL2vDqpfDy-L1798wKDZuOLJ2Z6VFzOAtOrAnpMqI_B9CBEw9-7Y8dRkNpx2eHGK66qErH-MBdSYVtJ4QSzbY2HuYL7vfLUO57Gvo2Cmw4TbN&sessionId=,https://www.zhipin.com/gongsi/cb09c9fd63fa25c503Vy3Ni0Ew~~.html,广阳区
Python,长沙,python,学历不限,1-3年,"[""\u591a\u7ebf\u7a0b"", ""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u670d\u52a1\u5668\u914d\u7f6e"", ""\u591a\u8fdb\u7a0b"", ""\u865a\u62df\u673a\u6280\u672f"", """", """", """"]","[8000, 9000]",0薪,无,经理,孙先生经理,0,萤火闪动传媒,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",广告营销,未融资,"[0, 20]",https://www.zhipin.com/job_detail/0df7cda4b94cef8b1XV83N-4F1ZV.html?lid=1E6BEVkG8Dg.search.142&securityId=Uwzq1d1R1KjSO-a1cJZkerZUyMdpxwAXZ3RIIsL6nfzkkhRG_07jOKdTBexzYBsZZ0Vd3cYTiQ0waH9Uzhz__3ZXLOPbxuaEp_WYrqvCtq8yLKG-8eSl&sessionId=,https://www.zhipin.com/gongsi/a5e330c3326ae0c01nd63di5EVM~.html,
Python,泉州,python,本科,1-3年,"[""Django"", ""Flask"", ""Tornado"", ""NoSQL"", ""PostgreSQL"", """", """", """"]","[8000, 12000]",0薪,无,总经理,骆先生总经理,0,圆正,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/2b704e4e3eeebd991Xd_0926GFVQ.html?lid=1E6BEVkG8Dg.search.143&securityId=pYvZ8b3OsJDwP-l1ayKerKABMCBsNXtDyWXFaFElqxAQFkLzzbLJJsRhz7hlpjMDu2UsgadX27wI0V3n1laJxIZNJJ_VUplsFR3WtokrUde3eRYlGQQ~&sessionId=,https://www.zhipin.com/gongsi/7b9b23f88ad467441nN93Nm-FVE~.html,丰泽区
python,北京,python,本科,1-3年,"[""\u516d\u9669\u4e00\u91d1""]","[10000, 12000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5de5\u9f84\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5168\u52e4\u5956\uff0c\u901a\u8baf\u8865\u8d34""]",人事经理,杨女士人事经理,0,云比特,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200723/6c063aa5f33d94c72e10f53a21a7c23a324e9b29cffceb04eadde72f374f201c_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/100022e68dba8e991nF60921GVJR.html?lid=1E6BEVkG8Dg.search.144&securityId=O2CiUBhT3u2U1-v172jDPCwAi89qS-1DD3FZ1nP8a7mUIiIe7PBp9O11w6EStIMV8Z31PFc0egMy9DLJRp2EmFOuqiTC1FJxwNKL7KviOS6umg~~&sessionId=,https://www.zhipin.com/gongsi/f36f40c59b663d803ndy3tu_Fg~~.html,海淀区
Python,武汉,python,本科,1-3年,"[""\u6570\u636e\u5e93"", ""Linux"", ""C/C++""]","[5000, 8000]",0薪,无,研发经理,何女士研发经理,0,智上云,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/c5866643773056631nJ92Nu0Flc~.html?lid=1E6BEVkG8Dg.search.145&securityId=pNYfdVEpySOlo-W1XfrCsj9l7lurF8_Vh2bUAnWReZZz-2bxAz1-fJg2T6EM51ZCiFtuGMPZmAAoENmW3z27YE7nm3tnmOpouYzy15VE_hUgU5Fb&sessionId=,https://www.zhipin.com/gongsi/30a36d35a535d61e1ndy3tq8Fw~~.html,
Python,广州,python,本科,1-3年,"[""SQL""]","[15000, 16000]",0薪,无,招聘者,刘先生招聘者,0,好米科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/1f72163d9d2298661XV52N2_ElJR.html?lid=1E6BEVkG8Dg.search.146&securityId=cPkD7AvUge5Mp-71xLw2-jeUCKhd1T889JoyaDeOdMYnDXlIUKoWGxGvGCJ_skGY8q7VKGeW12ZmylrXkrEfqQLJ0gjGYOOyjpRHT2MB_P3doqZVTFk~&sessionId=,https://www.zhipin.com/gongsi/299701846c6428f61XR_3t27EFY~.html,白云区
Python,北京,python,本科,1-3年,"[""Python"", ""\u673a\u5668\u5b66\u4e60"", ""\u56fe\u50cf\u7b97\u6cd5""]","[12000, 20000]",0薪,无,招聘者,吴先生招聘者,0,启迪桑德,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",O2O,未融资,"[0, 10000]",https://www.zhipin.com/job_detail/98c2a26a0383488d1XN43925GVI~.html?lid=1E6BEVkG8Dg.search.147&securityId=9DtZtHvQHXQLx-31pRdpZdRfeeYFkw6GhRxfw8oZ9waKT1AEu4IKovsIY6xjVz3xbtULVrpQxZE57ukHVHBjQLPdnefKJ42CTvLesDHXfYktrspxJQ~~&sessionId=,https://www.zhipin.com/gongsi/455cdd937e9b46da1nx-2tq9FlQ~.html,通州区
Python,北京,python,大专,1-3年,"[""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""MySQL"", ""MongoDB"", ""SQL"", ""python""]","[14000, 16000]",0薪,"[""\u5b9a\u671f\u4f53\u68c0\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u9910\u8865\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",人事专员行政,许女士人事专员行政,0,小塔,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210629/b6a4f0014b176dfb8fb2307c6dc993a82f0e8a8d3fa6e58c4254630e7a8adc28.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/fe8fbd88abc869e81XZ62tS_ElFQ.html?lid=1E6BEVkG8Dg.search.148&securityId=yh62NV9vGudZa-r1GzRruJEEQk4Px4jP42Z2Y3wixCIaOrnhameRTIcEnVT7riP85Fsu8Lw4TH8H0khCicHYIQ8w7F8pPFz_UhAgVUIjIL3_GJuLuA~~&sessionId=,https://www.zhipin.com/gongsi/0d81be9daa0d00481HF739i0Fw~~.html,海淀区
Python,成都,python,学历不限,经验不限,"[""Python""]","[12000, 17000]",0薪,"[""\u5168\u52e4\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u9910\u8865\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5e74\u7ec8\u5956""]",人事,宋先生人事,0,捷远互联,"https://img.bosszhipin.com/beijin/upload/com/logo/20190828/e7949a73ccd1cbd675579f0f1bfb2449be2943e37398a998c16445212922b050.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/15660a0fb35d32020ndy2tm9FFI~.html?lid=1E6BEVkG8Dg.search.149&securityId=zDxbrsspdxDq8-T1JTsVGTRI7aIci4Gyk060DL3jhT4KPlkPiZok0g3rUsCLK_celXBMyTNMGNb-Ky_ZY8WhAByyjtoRxhLuzm859SSbahLZgZ82&sessionId=,https://www.zhipin.com/gongsi/2eab6ec7a17f51ef0nJ82N6-Ew~~.html,锦江区
Python,北京,python,本科,1-3年,"[""Linux""]","[15000, 16000]",0薪,无,招聘者,刘先生招聘者,0,北京图羚,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/b76061332ed6c7941nF40921FFBV.html?lid=1E6BEVkG8Dg.search.150&securityId=rU0zN4sLHgdG8-r1grtRmn0dYoN-yteVnqKi4y45jCJYIjYqTDFpQDzSKcj2NNvQIb6Dji0_3P908-y7zigUViYC6TZUSFBD3UWbbyMJmmvzIyrSyg~~&sessionId=,https://www.zhipin.com/gongsi/928c433507ce86351nJ43NW_E1Q~.html,海淀区
Python,北京,python,本科,3-5年,"[""C/C++"", ""Linux"", ""Java""]","[6000, 10000]",0薪,"[""\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u5305\u5403""]",HR,张先生HR,0,和合控股有限公司,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160815/623d351b43ef62cf72a0226048f30bd305ca24d8e8e44374f370c21bfacc1958.jpg?x-oss-process=image/resize,w_100,limit_0",工程施工,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/ef39db1b609fa4751nZ63Nq9FFM~.html?lid=1E7rAHpoFQM.search.151&securityId=R1dFirc7dndlI-b19jQ2H4_gVgw02XydB0X7e8RxOGNELTozyI6__Vf8fo3aLqXo5vvnTMjIDX05CwCtCugMJPOLN0g2YRk7tc4mstaa2fw6Idk~&sessionId=,https://www.zhipin.com/gongsi/698edc0ce31c48fc1HB53tu1.html,海淀区
Python,深圳,python,学历不限,经验不限,"[""SQL"", ""sas"", ""Python""]","[4000, 8000]",0薪,"[""\u56e2\u5efa\u805a\u9910\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5458\u5de5\u5ec9\u79df\u623f""]",副总经理,杨先生副总经理,0,惠名集团,"https://img.bosszhipin.com/beijin/upload/com/logo/20210624/0eaef21053dcc780607ebd2b859710aa16cdbf58a0ec30344c202f65aa1d2ee3.jpg?x-oss-process=image/resize,w_100,limit_0",房地产开发,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/46d078cbae47790a1nF73du9GFc~.html?lid=1E7rAHpoFQM.search.152&securityId=uEE0BZzALPomI-y1qEzk1XuXJ2kAxDKz6RYJs2vE2_fLpycf6KHPG8D-0tzNIXCSNOl23RWQwqBq3ryvYA57KU5IeZJILWNhyc6V-igIlURGoFSX&sessionId=,https://www.zhipin.com/gongsi/b8db0008cc3c421d1nV82Ny9FQ~~.html,福田区
Python,运城,python,学历不限,经验不限,"[""\u6570\u636e\u5f00\u53d1"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u6570\u5b66/\u7edf\u8ba1\u76f8\u5173\u4e13\u4e1a"", """", """"]","[120, 150]",0薪,"[""\u4fdd\u5e95\u5de5\u8d44\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5168\u52e4\u5956\uff0c\u5e74\u7ec8\u5956\uff0c\u7ee9\u6548\u5956\u91d1""]",人事专员,卫先生人事专员,1,山西星空立方科技,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",数据服务,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/cecedd3bbb8c4eb61XB42Nm0FFtQ.html?lid=1E7rAHpoFQM.search.153&securityId=nzI62ZOoN2Fbs-p1h0tr7PaNwLFocxvXyEgVvLf3tPo3p4Yjz8Wpswl3v7FqVWHgthwSor0I2XCpFaE4vdcyHV5OpCfzj3RQ632kDoLfPHVa1Kus9rk~&sessionId=,https://www.zhipin.com/gongsi/543ae68df3b6f1c61XZ53N-_EFU~.html,
